,300,350,400,lamda,r
1,0.7774625508536774,0.6961256573982262,0.7350687931017041,0.690693665787398,0.3467265496769445
2,0.75,0.7634603887753558,0.7233124335854677,0.3620356311813059,0.36835647426779783
3,0.6816632999417144,0.8882678519472396,0.7799420553406176,-1.5395778444125026,0.1557429256540589
4,0.7586888744713116,0.8456770530973015,0.6773752462042266,0.9933111479418302,0.1296799673287331
5,0.7164189337875674,0.8711814434999499,0.7798344237801241,-1.0624413739985399,0.12901076905967535
6,0.7720047549157749,0.9,0.6838632583925318,1.0588678526932631,0.059476812224487974
7,0.8097115899304653,0.8329314297476248,0.7186641228511617,1.3959203812619991,0.4818305386558408
8,0.7908514794453573,0.8958035784893847,0.7151116554467687,1.0055380824729219,0.07144346786708744
9,0.7749528195809358,0.7966616028444795,0.7761621619071818,-0.03738361022555053,0.007855977587610696
10,0.8270783410730479,0.8559498569415476,0.6897652409150348,2.091111973223533,0.49540141208124844
11,0.7784104912087825,0.8497225990081987,0.6473587330436352,1.6487165006755475,0.2676213262278698
12,0.7675410788936801,0.8515664945342869,0.7433909257419427,0.2815129354521069,0.017261145450433557
13,0.7992599655003064,0.8259968276322838,0.6869557567955491,1.5986884778788386,0.4893208750854896
14,0.7826620199795432,0.8009836113182007,0.6946236888798467,1.2298222005415487,0.5274380433643117
15,0.8633021115076753,0.9,0.7504515578128815,2.097388449749711,0.38401656180611166
16,0.7508870005379621,0.7689297888981446,0.6988946051251916,0.6845514790346061,0.4441417580799414
17,0.787757576483229,0.8333331733310377,0.7693363933676745,0.2584155874774741,0.043442471642362146
18,0.8106208403560875,0.7995275704086484,0.7239818704871925,1.3753449305577798,0.8291478194437395
19,0.7137271087100029,0.867423884070522,0.848291790249387,-2.42317639959775,0.6398667138397711
20,0.7437944319442618,0.7731245673581675,0.6704060243942459,0.9118589052924572,0.40079058037610715
21,0.75,0.7682308619492988,0.6361509504665015,1.3842223428535367,0.5661358454031444
22,0.8550601968494793,0.8547070859469792,0.6704358521462888,2.9745344111873875,0.7156291742423673
23,0.75,0.8446524678133698,0.7356759572215981,0.12029755803065531,0.00312678276629319
24,0.75,0.8290300776392764,0.8020475810214134,-0.910812677242725,0.41472365974446757
25,0.7551893940662985,0.8799171102780895,0.673768983418726,0.9368838671454459,0.0611186789577407
26,0.8066262437275458,0.8520387688738796,0.8021298010898227,0.035788458891135765,0.0009236309295712619
27,0.8466410508714292,0.8624051782045559,0.7041162187140937,2.3533231984459433,0.5914337609408115
28,0.7027346154134705,0.8220324413815889,0.7553022441224352,-0.8065370596582523,0.17544512523942235
29,0.722196158406912,0.7623537413807309,0.6396447628318358,0.9462001570168831,0.3486519124172054
30,0.7130171455864007,0.7760946247277127,0.7610579867918856,-0.7159553691089242,0.5500887609810465
31,0.83152492892079,0.9,0.736345033740618,1.5239588630104188,0.18588195283312758
32,0.7753309578911602,0.8131198955732206,0.7078417246688358,0.9286598602106908,0.30798359497979944
33,0.7945794990180575,0.7366764752920354,0.7776796472932492,0.32900642251012047,0.12138531188111878
34,0.7775068979171058,0.8867599055449502,0.6648156525618705,1.3925267543900943,0.11900811603801353
